id,date,GPP_daily,ER_daily,K600_daily
HAT,5/16/2019,0.117944198,-2.34888548,3.350236553
HAT,5/17/2019,0.101249321,-1.693777485,2.3784691
HAT,5/18/2019,0.024609115,-2.443479186,3.545887598
HAT,5/19/2019,0.029520166,-1.770592386,2.766411888
HAT,5/20/2019,0.074132383,-2.220732915,3.406644889
HAT,5/21/2019,0.131836326,-2.044401567,3.303305277
HAT,5/22/2019,0.168972261,-1.739343795,2.823801495
HAT,5/23/2019,0.155900761,-1.726861644,2.948955696
HAT,5/24/2019,0.13111284,-1.842966261,3.229755208
HAT,5/25/2019,0.131269248,-1.093418307,1.883540045
HAT,5/26/2019,0.110880251,-1.093654314,2.150776182
HAT,5/27/2019,0.116431824,-0.61451725,1.373298075
HAT,5/28/2019,0.040153334,-0.870205647,2.486718998
HAT,5/29/2019,NA,NA,NA
HAT,5/30/2019,NA,NA,NA
HAT,5/31/2019,NA,NA,NA
HAT,6/1/2019,0.205692866,-0.746744951,1.018074068
HAT,6/2/2019,0.134565778,-0.894172091,1.614459091
HAT,6/3/2019,NA,NA,NA
HAT,6/4/2019,NA,NA,NA
HAT,6/5/2019,NA,NA,NA
HAT,6/6/2019,NA,NA,NA
HAT,6/7/2019,-0.025557663,-0.587888486,1.448526779
HAT,6/8/2019,0.120332804,-1.40122865,2.144206477
HAT,6/9/2019,-0.010371851,-0.627908485,1.253184442
HAT,6/10/2019,NA,NA,NA
HAT,6/11/2019,0.134572998,-1.838397948,2.922541119
HAT,6/12/2019,NA,NA,NA
HAT,6/13/2019,0.02366644,-0.348236134,0.448937804
HAT,6/14/2019,-0.021593978,-2.537463926,3.015518953
HAT,6/15/2019,NA,NA,NA
HAT,6/16/2019,0.053365348,-6.164222007,9.544391409
HAT,6/17/2019,0.046835854,-4.441644306,7.123823994
HAT,6/18/2019,0.009822345,-4.376594766,7.164492051
HAT,6/19/2019,-0.105142392,-0.002425038,0.145549213
HAT,6/20/2019,-0.012979399,-1.679361218,1.053173401
HAT,6/21/2019,-0.007262553,-8.114728091,5.015179463
HAT,6/22/2019,-0.027213694,-4.060986835,2.729905126
HAT,6/23/2019,-0.032765244,-3.190898397,2.52521445
HAT,6/24/2019,-0.033898683,-3.406976956,3.119206052
HAT,6/25/2019,-0.018227353,-4.437195503,4.498507399
HAT,6/26/2019,-0.023440017,-4.460906511,4.956108214
HAT,6/27/2019,NA,NA,NA
HAT,6/28/2019,0.047908668,-6.297864386,7.993757782
HAT,6/29/2019,0.002729788,-6.994269469,8.980778609
HAT,6/30/2019,0.012797257,-5.382045157,7.357192654
HAT,7/1/2019,NA,NA,NA
HAT,7/2/2019,NA,NA,NA
HAT,7/3/2019,0.013188666,-3.282896161,4.80028531
HAT,7/4/2019,NA,NA,NA
HAT,7/5/2019,NA,NA,NA
HAT,7/6/2019,0.020415028,-2.995537665,4.22230112
HAT,7/7/2019,NA,NA,NA
HAT,7/8/2019,NA,NA,NA
HAT,7/9/2019,0.004403172,-2.149556352,2.639712901
HAT,7/10/2019,0.013312473,-4.067250767,4.848301332
HAT,7/11/2019,6.55E-04,-0.993207967,1.077706754
HAT,7/12/2019,NA,NA,NA
HAT,7/13/2019,0.003052311,-4.169856766,4.895773101
HAT,7/14/2019,NA,NA,NA
HAT,7/15/2019,NA,NA,NA
HAT,7/16/2019,NA,NA,NA
HAT,7/17/2019,NA,NA,NA
HAT,7/18/2019,0.010473311,-5.671910382,8.407332971
HAT,7/19/2019,0.012605015,-4.991367296,7.547965135
HAT,7/20/2019,0.075875071,-1.95339355,2.975297685
HAT,7/21/2019,NA,NA,NA
HAT,7/22/2019,0.002146651,-4.299427344,5.359026125
HAT,7/23/2019,-0.003012907,-4.464514264,6.132554174
HAT,7/24/2019,0.031973208,-0.923254379,1.231113745
HAT,7/25/2019,0.122735781,-0.386364429,0.088954324
HAT,7/26/2019,0.096865808,-3.518679769,2.044209042
HAT,7/27/2019,0.027672696,-8.342626809,4.394491234
HAT,7/28/2019,NA,NA,NA
HAT,7/29/2019,NA,NA,NA
HAT,7/30/2019,NA,NA,NA
HAT,7/31/2019,NA,NA,NA
HOGDN,2/24/2019,1.888010595,-12.80653694,8.590507866
HOGDN,2/25/2019,1.4702728,-8.069609545,7.280962287
HOGDN,2/26/2019,0.495708594,-7.867237094,7.894679611
HOGDN,2/27/2019,1.550880771,-8.423473871,6.984682572
HOGDN,2/28/2019,1.447921196,-10.9148304,7.891042506
HOGDN,3/1/2019,1.368605032,-11.46420034,9.073311152
HOGDN,3/2/2019,1.107714396,-7.539466422,5.719030516
HOGDN,3/3/2019,1.089522593,-11.24968424,7.63930471
HOGDN,3/4/2019,0.591782194,-10.60096624,6.465478053
HOGDN,3/5/2019,0.441466596,-4.949523692,4.233523122
HOGDN,3/6/2019,0.394066935,-5.17732931,6.027923939
HOGDN,3/7/2019,0.42762317,-5.10546768,6.447334179
HOGDN,3/8/2019,0.514678329,-5.088737102,6.128223365
HOGDN,3/9/2019,NA,NA,NA
HOGDN,3/10/2019,0.595217677,-6.637846414,7.074547766
HOGDN,3/11/2019,0.45492826,-5.213499621,5.884500878
HOGDN,3/12/2019,0.230778242,-3.725262872,5.189616722
HOGDN,3/13/2019,NA,NA,NA
HOGDN,3/14/2019,NA,NA,NA
HOGDN,3/15/2019,NA,NA,NA
HOGDN,3/16/2019,NA,NA,NA
HOGDN,3/17/2019,NA,NA,NA
HOGDN,3/18/2019,NA,NA,NA
HOGDN,3/19/2019,NA,NA,NA
HOGDN,3/20/2019,NA,NA,NA
HOGDN,3/21/2019,NA,NA,NA
HOGDN,3/22/2019,NA,NA,NA
HOGDN,3/23/2019,NA,NA,NA
HOGDN,3/24/2019,NA,NA,NA
HOGDN,3/25/2019,NA,NA,NA
HOGDN,3/26/2019,NA,NA,NA
HOGDN,3/27/2019,NA,NA,NA
HOGDN,3/28/2019,NA,NA,NA
HOGDN,3/29/2019,NA,NA,NA
HOGDN,3/30/2019,NA,NA,NA
HOGDN,3/31/2019,NA,NA,NA
HOGDN,4/1/2019,NA,NA,NA
HOGDN,4/2/2019,NA,NA,NA
HOGDN,4/3/2019,NA,NA,NA
HOGDN,4/4/2019,0.24778129,-4.62577199,6.243415976
HOGDN,4/5/2019,0.816446697,-7.144502894,9.032307207
HOGDN,4/6/2019,0.200575011,-4.15285411,5.310901918
HOGDN,4/7/2019,0.280156535,-4.621237953,5.769384999
HOGDN,4/8/2019,0.574169476,-7.047547388,8.584882683
HOGDN,4/9/2019,0.124533417,-3.601425199,3.079037951
HOGDN,4/10/2019,0.14792196,-5.766141538,4.583758767
HOGDN,4/11/2019,0.111722992,-4.754491048,4.700271453
HOGDN,4/12/2019,0.397874095,-6.543303895,6.73073214
HOGDN,4/13/2019,NA,NA,NA
HOGDN,4/14/2019,0.486847685,-7.052790509,7.321458101
HOGDN,4/15/2019,0.003732141,-3.065804589,4.929725471
HOGDN,4/16/2019,0.03692054,-4.289494979,6.596740949
HOGDN,4/17/2019,0.223902814,-4.676425467,6.623327216
HOGDN,4/18/2019,0.027502571,-3.581841206,4.705877697
HOGDN,4/19/2019,-0.029367906,-0.565118643,0.155040748
HOGDN,4/20/2019,0.162158003,-2.396864881,1.518079036
HOGDN,4/21/2019,0.086319082,-4.691059175,3.902737239
HOGDN,4/22/2019,0.11300501,-5.460664971,5.562710678
HOGDN,4/23/2019,0.017524538,-4.12009658,4.645933255
HOGDN,4/24/2019,0.187815959,-4.82579157,5.489327777
HOGDN,4/25/2019,0.183337787,-5.034347097,5.982500608
HOGDN,4/26/2019,0.02585666,-1.891658577,1.231290729
HOGDN,4/27/2019,-0.068225529,-3.552319433,3.07137083
HOGDN,4/28/2019,0.078140655,-4.978822053,5.22900968
HOGDN,4/29/2019,-0.069681077,-4.079609831,5.047962721
HOGDN,4/30/2019,0.045955323,-5.344836512,6.632201749
HOGDN,5/1/2019,NA,NA,NA
HOGDN,5/2/2019,0.166119853,-4.317677006,5.061262191
HOGDN,5/3/2019,0.227963902,-5.417764697,4.696673552
HOGDN,5/4/2019,0.033866087,-6.42301509,5.175914179
HOGDN,5/5/2019,NA,NA,NA
HOGDN,5/6/2019,-0.010282415,-2.614842596,1.595775818
HOGDN,5/7/2019,-0.06004367,-3.119823292,2.803546684
HOGDN,5/8/2019,NA,NA,NA
HOGDN,5/9/2019,NA,NA,NA
HOGDN,5/10/2019,NA,NA,NA
HOGDN,5/11/2019,NA,NA,NA
HOGDN,5/12/2019,NA,NA,NA
HOGDN,5/13/2019,NA,NA,NA
HOGDN,5/14/2019,NA,NA,NA
HOGDN,5/15/2019,NA,NA,NA
HOGDN,5/16/2019,NA,NA,NA
HOGDN,5/17/2019,NA,NA,NA
HOGDN,5/18/2019,NA,NA,NA
HOGDN,5/19/2019,NA,NA,NA
HOGDN,5/20/2019,NA,NA,NA
HOGDN,5/21/2019,NA,NA,NA
HOGDN,5/22/2019,NA,NA,NA
HOGDN,5/23/2019,NA,NA,NA
HOGDN,5/24/2019,NA,NA,NA
HOGDN,5/25/2019,NA,NA,NA
HOGDN,5/26/2019,NA,NA,NA
HOGDN,5/27/2019,NA,NA,NA
HOGDN,5/28/2019,NA,NA,NA
HOGDN,5/29/2019,-0.045640614,-1.282411912,1.133166301
HOGDN,5/30/2019,NA,NA,NA
HOGDN,5/31/2019,NA,NA,NA
HOGDN,6/1/2019,-0.048579842,-3.107534229,3.219058635
HOGDN,6/2/2019,0.005582173,-1.393772734,2.341402951
HOGDN,6/3/2019,NA,NA,NA
HOGDN,6/4/2019,NA,NA,NA
HOGDN,6/5/2019,NA,NA,NA
HOGDN,6/6/2019,0.018654345,-1.825306488,1.571242919
HOGDN,6/7/2019,NA,NA,NA
HOGDN,6/8/2019,0.06272916,-6.315066039,5.249427572
HOGDN,6/9/2019,-0.062258796,-0.630328949,0.199953937
HOGDN,6/10/2019,0.031190644,-2.041954274,1.053646467
HOGDN,6/11/2019,NA,NA,NA
HOGDN,6/12/2019,0.069179776,-1.165564836,0.623292423
HOGDN,6/13/2019,-0.024358319,-0.689880165,0.096797702
HOGDN,6/14/2019,NA,NA,NA
HOGDN,6/15/2019,0.0484753,-3.667735424,1.343302646
HOGDN,6/16/2019,-0.023849928,-2.307529104,1.146260295
HOGDN,6/17/2019,0.126007801,-1.33261974,0.582871361
HOGDN,6/18/2019,NA,NA,NA
HOGDN,6/19/2019,0.104629799,0.07997144,0.059096171
HOGDN,6/20/2019,0.025691659,-2.576152912,0.400200577
HOGDN,6/21/2019,0.05554752,-4.948508049,1.200711739
HOGDN,6/22/2019,0.045620843,-4.427191037,1.355170514
HOGDN,6/23/2019,0.013360731,-5.08010866,1.797597911
HOGDN,6/24/2019,0.026664953,-4.723083753,1.957023461
HOGDN,6/25/2019,0.024866681,-5.53254123,2.639725698
HOGDN,6/26/2019,-0.022700087,-4.37869085,2.572626673
HOGDN,6/27/2019,0.033613412,-5.928743015,4.043665414
HOGDN,6/28/2019,NA,NA,NA
HOGDN,6/29/2019,0.022663782,-5.931861647,5.424329669
HOGDN,6/30/2019,0.05580217,-6.360958997,6.288991314
HOGDN,7/1/2019,-0.033366837,-5.973430605,6.416010293
HOGDN,7/2/2019,0.05895738,-3.96817525,4.462496824
HOGDN,7/3/2019,-0.017431903,-4.727251864,2.531709313
HOGDN,7/4/2019,0.088148441,-2.476350796,1.146496937
HOGDN,7/5/2019,0.281309089,-1.076577849,0.381840933
HOGDN,7/6/2019,0.179719311,-6.987782345,2.966225441
HOGDN,7/7/2019,0.080331107,-3.843501275,1.976577615
HOGDN,7/8/2019,0.064507752,-5.474129109,3.459949935
HOGDN,7/9/2019,0.057461047,-5.981118206,4.488807143
HOGDN,7/10/2019,0.072462402,-6.04141457,5.32073752
HOGDN,7/11/2019,0.147941813,-5.065505736,4.486296987
HOGDN,7/12/2019,NA,NA,NA
HOGDN,7/13/2019,NA,NA,NA
HOGDN,7/14/2019,0.10963762,-4.541062776,3.414562708
HOGDN,7/15/2019,0.164126232,-6.98270419,6.199282362
HOGDN,7/16/2019,NA,NA,NA
HOGDN,7/17/2019,0.12698556,-2.761144861,1.884500202
HOGDN,7/18/2019,NA,NA,NA
HOGDN,7/19/2019,NA,NA,NA
HOGDN,7/20/2019,NA,NA,NA
HOGDN,7/21/2019,0.079274952,-3.718601972,1.647509498
HOGDN,7/22/2019,0.107281441,-6.078802246,2.850678096
HOGDN,7/23/2019,0.118253596,-4.834008293,2.385872613
HOGDN,7/24/2019,NA,NA,NA
HOGDN,7/25/2019,0.092047203,-6.055956213,1.952095958
HOGDN,7/26/2019,NA,NA,NA
HOGDN,7/27/2019,NA,NA,NA
HOGDN,7/28/2019,NA,NA,NA
HOGDN,7/29/2019,NA,NA,NA
HOGDN,7/30/2019,NA,NA,NA
HOGDN,7/31/2019,NA,NA,NA
HOGNW16,4/11/2019,NA,NA,NA
HOGNW16,4/12/2019,0.131787248,-3.061916032,8.466677042
HOGNW16,4/13/2019,0.141455025,-3.392944552,9.560582734
HOGNW16,4/14/2019,0.27488563,-3.261085917,9.003072985
HOGNW16,4/15/2019,0.156906353,-2.579598204,9.355705086
HOGNW16,4/16/2019,0.138500617,-2.398666458,8.84527319
HOGNW16,4/17/2019,0.114979422,-2.219405787,7.180453752
HOGNW16,4/18/2019,-0.221266255,-0.592218988,1.775104376
HOGNW16,4/19/2019,NA,NA,NA
HOGNW16,4/20/2019,-0.072242119,-1.953985813,6.920697966
HOGNW16,4/21/2019,-0.048830975,-2.271423151,8.705695129
HOGNW16,4/22/2019,-0.02480562,-2.538417418,9.466822687
HOGNW16,4/23/2019,-0.022953377,-2.665339028,9.507789725
HOGNW16,4/24/2019,0.055837562,-2.4293156,9.749468203
HOGNW16,4/25/2019,0.03223783,-1.584641891,5.997363667
HOGNW16,4/26/2019,-0.042079732,-0.444244266,1.397918696
HOGNW16,4/27/2019,-0.020430832,-2.485958136,9.636683108
HOGNW16,4/28/2019,0.013689186,-2.466787188,9.627327794
HOGNW16,4/29/2019,0.062885157,-2.607145877,9.7534072
HOGNW16,4/30/2019,0.096070408,-2.752937356,9.808830272
HOGNW16,5/1/2019,0.109608959,-2.94071307,10.03948193
HOGNW16,5/2/2019,0.064289749,-1.390106615,3.135682502
HOGNW16,5/3/2019,-0.202913088,-0.199147546,0.894648416
HOGNW16,5/4/2019,0.041738717,-3.441606457,9.356404436
HOGNW16,5/5/2019,-0.027371947,-0.075968738,0.1609831
HOGNW16,5/6/2019,-0.09166303,-2.355480208,7.130059293
HOGNW16,5/7/2019,-0.021641891,-2.563674644,9.307164957
HOGNW16,5/8/2019,-0.017055788,-2.551160993,9.915342968
HOGNW16,5/9/2019,0.019120331,-2.586261643,10.15585861
HOGNW16,5/10/2019,0.061589167,-2.648996478,10.20070224
HOGNW16,5/11/2019,0.082992014,-2.625790607,10.16802689
HOGNW16,5/12/2019,0.139055973,-2.100302622,7.252475127
HOGNW16,5/13/2019,0.128977,-2.56534114,9.434510215
HOGNW16,5/14/2019,0.093511917,-2.060871807,8.935350342
HOGNW16,5/15/2019,0.139317569,-2.080875814,10.19059721
HOGNW16,5/16/2019,0.116905046,-1.976642705,9.441149037
HOGNW16,5/17/2019,0.159257618,-2.142608299,9.820617472
HOGNW16,5/18/2019,0.231295042,-2.389415447,10.90790907
HOGNW16,5/19/2019,0.174646049,-2.066836211,9.225540438
HOGNW16,5/20/2019,0.201815263,-2.659317136,11.19989643
HOGNW16,5/21/2019,0.187328171,-2.021007818,8.340633036
HOGNW16,5/22/2019,0.199530751,-2.072275085,8.753731924
HOGNW16,5/23/2019,0.158193255,-2.331659309,10.20985913
HOGNW16,5/24/2019,0.163984087,-1.986241421,8.592706813
HOGNW16,5/25/2019,0.199727715,-2.109021991,8.790521534
HOGNW16,5/26/2019,0.195115351,-1.951312209,7.754723766
HOGNW16,5/27/2019,0.281295871,-2.160575034,8.214152141
HOGNW16,5/28/2019,0.156503532,-0.645781164,0.229845068
HOGNW16,5/29/2019,-0.033155551,-2.648434664,6.069176508
HOGNW16,5/30/2019,0.023008462,-3.609689493,10.32774572
HOGNW16,5/31/2019,-0.132228748,-0.303745737,0.191530128
HOGNW16,6/1/2019,NA,NA,NA
HOGNW16,6/2/2019,0.155211336,-4.313442109,10.91115694
HOGNW16,6/3/2019,0.185909871,-4.111777478,11.0871887
HOGNW16,6/4/2019,0.070571762,-0.820706344,1.352295471
HOGNW16,6/5/2019,0.019678574,-3.036296865,5.936143474
HOGNW16,6/6/2019,0.064833426,-3.616553688,10.12193777
HOGNW16,6/7/2019,-0.053314257,-1.390705068,2.941842561
HOGNW16,6/8/2019,0.179323058,-3.051486825,6.019600232
HOGNW16,6/9/2019,-0.119856402,-1.335477005,2.95716061
HOGNW16,6/10/2019,-0.026685695,-3.784788984,9.687478908
HOGNW16,6/11/2019,-0.361884007,-1.270688037,3.131607255
HOGNW16,6/12/2019,NA,NA,NA
HOGNW16,6/13/2019,NA,NA,NA
HOGNW16,6/14/2019,NA,NA,NA
HOGNW16,6/15/2019,NA,NA,NA
HOGNW16,6/16/2019,NA,NA,NA
HOGNW16,6/17/2019,NA,NA,NA
HOGNW16,6/18/2019,NA,NA,NA
HOGNW16,6/19/2019,NA,NA,NA
HOGNW16,6/20/2019,NA,NA,NA
HOGNW16,6/21/2019,NA,NA,NA
HOGNW16,6/22/2019,NA,NA,NA
HOGNW16,6/23/2019,NA,NA,NA
HOGNW16,6/24/2019,NA,NA,NA
HOGNW16,6/25/2019,NA,NA,NA
HOGNW16,6/26/2019,NA,NA,NA
HOGNW16,6/27/2019,NA,NA,NA
HOGNW16,6/28/2019,NA,NA,NA
HOGNW16,6/29/2019,NA,NA,NA
HOGNW16,6/30/2019,NA,NA,NA
HOGNW16,7/1/2019,NA,NA,NA
HOGNW16,7/2/2019,NA,NA,NA
HOGNW16,7/3/2019,NA,NA,NA
HOGNW16,7/4/2019,NA,NA,NA
HOGNW16,7/5/2019,NA,NA,NA
HOGNW16,7/6/2019,NA,NA,NA
HOGNW16,7/7/2019,NA,NA,NA
HOGNW16,7/8/2019,NA,NA,NA
HOGNW16,7/9/2019,NA,NA,NA
HOGNW16,7/10/2019,-0.006908149,-2.920792907,9.606733519
HOGNW16,7/11/2019,0.010498881,-1.468538859,3.743903734
HOGNW16,7/12/2019,-0.053703555,-0.179991511,0.364014024
HOGNW16,7/13/2019,-0.07347748,-2.580260257,7.084393005
HOGNW16,7/14/2019,-0.057534572,-3.018293478,8.767554724
HOGNW16,7/15/2019,-0.063645876,-0.606435732,1.52824981
HOGNW16,7/16/2019,-0.07170394,-0.275514661,0.462502835
HOGNW16,7/17/2019,-0.047889123,-0.044080802,0.1558961
HOGNW16,7/18/2019,-0.032778201,-2.881340322,6.970016388
HOGNW16,7/19/2019,-0.107909803,-0.714311196,1.902579622
HOGNW16,7/20/2019,-0.066670669,-0.216767751,0.453421823
HOGNW16,7/21/2019,NA,NA,NA
HOGNW16,7/22/2019,-0.076555984,-2.307282287,5.830991946
HOGNW16,7/23/2019,-0.086589625,-1.026060434,2.368381823
HOGNW16,7/24/2019,-0.100829304,0.067988186,0.201269491
HOGNW16,7/25/2019,-0.103771041,-1.886645486,4.129477351
HOGNW16,7/26/2019,-0.080931025,-1.62422369,3.590520795
HOGNW16,7/27/2019,-0.182614767,-1.504198634,3.47185426
HOGNW16,7/28/2019,-0.070711387,-1.734279565,4.046016919
HOGNW16,7/29/2019,NA,NA,NA
HOGNW16,7/30/2019,NA,NA,NA
HOGNW16,7/31/2019,NA,NA,NA
POS,2/24/2019,0.562905188,-3.688119193,16.16495077
POS,2/25/2019,0.514010821,-4.001509079,24.15584243
POS,2/26/2019,0.320071621,-4.282697654,25.23837568
POS,2/27/2019,NA,NA,NA
POS,2/28/2019,NA,NA,NA
POS,3/1/2019,0.3714576,-4.702455629,24.04572403
POS,3/2/2019,0.320017178,-2.804831872,11.06170484
POS,3/3/2019,NA,NA,NA
POS,3/4/2019,NA,NA,NA
POS,3/5/2019,NA,NA,NA
POS,3/6/2019,0.143691162,-3.091760402,24.52651547
POS,3/7/2019,0.14677666,-3.032550991,23.83547494
POS,3/8/2019,0.175151214,-3.083684649,22.96686511
POS,3/9/2019,NA,NA,NA
POS,3/10/2019,0.246048577,-3.765721237,22.9409345
POS,3/11/2019,0.288026803,-3.600432196,21.33462734
POS,3/12/2019,0.155279228,-3.527967119,22.02768748
POS,3/13/2019,0.363507613,-2.837936951,12.83618855
POS,3/14/2019,-0.179618229,-0.67767004,1.641409013
POS,3/15/2019,-0.437943452,-3.839380832,4.854715358
POS,3/16/2019,-0.595389022,0.240985434,2.514563911
POS,3/17/2019,0.306572056,-3.974930708,19.44348273
POS,3/18/2019,-0.02735073,-2.689242376,8.044731093
POS,3/19/2019,-0.570768292,-0.454609153,1.076671182
POS,3/20/2019,-0.015333808,-0.026333019,1.389222538
POS,3/21/2019,-0.298209405,-0.818801785,1.706717611
POS,3/22/2019,0.343112172,-0.416791479,2.277362309
POS,3/23/2019,0.070742603,-2.539012468,20.4249199
POS,3/24/2019,0.134338262,-2.716375012,20.08422867
POS,3/25/2019,0.242685886,-3.231433027,21.5788671
POS,3/26/2019,0.140207645,-2.887166499,19.58803887
POS,3/27/2019,-0.168623236,-3.498312649,14.01665952
POS,3/28/2019,0.109411179,-1.898721957,5.603671978
POS,3/29/2019,NA,NA,NA
POS,3/30/2019,NA,NA,NA
POS,3/31/2019,0.285431712,-2.444263413,11.95441167
POS,4/1/2019,0.198653056,-4.384343042,21.55018851
POS,4/2/2019,NA,NA,NA
POS,4/3/2019,0.036114399,-3.73681212,22.44739673
POS,4/4/2019,0.094784165,-4.012722449,22.9836627
POS,4/5/2019,0.153066652,-4.730753316,24.10920938
POS,4/6/2019,0.141065528,-4.416384961,22.44565415
POS,4/7/2019,0.18915505,-4.349733527,21.33042702
POS,4/8/2019,-0.137323784,-1.625771664,6.591889379
POS,4/9/2019,-0.311662427,-0.746741156,2.626490084
POS,4/10/2019,-0.05557128,-6.1269944,23.42342472
POS,4/11/2019,NA,NA,NA
POS,4/12/2019,-0.207916193,-3.520298304,15.229413
POS,4/13/2019,0.308860452,-5.27649971,24.36436074
POS,4/14/2019,0.09724261,-5.577556761,26.06534088
POS,4/15/2019,-0.093827541,-3.541474068,23.64136939
POS,4/16/2019,-0.059200566,-3.35503022,22.30970724
POS,4/17/2019,0.011349437,-3.808010504,23.24392147
POS,4/18/2019,0.09666529,-4.138139044,22.73746273
POS,4/19/2019,0.064452378,-0.325904132,0.465907706
POS,4/20/2019,-0.114069721,-3.206542248,15.166992
POS,4/21/2019,-0.074151868,-4.607400193,27.1865957
POS,4/22/2019,-0.048138939,-4.134252325,25.08685332
POS,4/23/2019,-0.077842222,-4.157687088,25.77962597
POS,4/24/2019,0.012592881,-4.609423013,29.31234665
POS,4/25/2019,0.151478742,-4.758455276,28.73619079
POS,4/26/2019,-0.111825319,-2.908943299,10.10644974
POS,4/27/2019,-0.047954535,-5.334744238,28.80489213
POS,4/28/2019,-0.010651932,-5.074237594,28.99891987
POS,4/29/2019,-0.019511091,-5.397577617,30.55170075
POS,4/30/2019,-0.031491125,-5.276636044,29.07053127
POS,5/1/2019,-8.65E-04,-5.567214399,30.57465289
POS,5/2/2019,0.260437577,-4.838496199,21.03622765
POS,5/3/2019,-0.06184356,-2.554496519,9.601743479
POS,5/4/2019,0.037196986,-8.093181523,34.68117723
POS,5/5/2019,-0.277841299,-3.592390292,14.72900217
POS,5/6/2019,0.047358451,-7.936013673,36.25089863
POS,5/7/2019,0.017980775,-7.148105125,37.85669425
